loss,accuracy,timestamp,checkpoint_dir_name,should_checkpoint,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,summary/epoch/0,summary/train_loss/0,summary/train_acc/0,summary/val_loss/0,summary/val_acc/0
3.2570334266532552,0.0842433697347894,1713030167,checkpoint_000000,True,False,1,5d361_00003,2024-04-13_17-42-47,81.32468700408936,81.32468700408936,59241,31b6d15afa2d,172.28.0.12,81.32468700408936,1,1.0,2.5075923715318953,0.12724434035909446,3.2570334266532552,0.0842433697347894
2.3380281166596846,0.15912636505460218,1713030236,checkpoint_000001,True,False,2,5d361_00003,2024-04-13_17-43-56,68.7834095954895,150.10809659957886,59241,31b6d15afa2d,172.28.0.12,150.10809659957886,2,1.0,2.5075923715318953,0.12724434035909446,3.2570334266532552,0.0842433697347894
2.1392816196788442,0.20124804992199688,1713030305,checkpoint_000002,True,False,3,5d361_00003,2024-04-13_17-45-06,69.9680540561676,220.07615065574646,59241,31b6d15afa2d,172.28.0.12,220.07615065574646,3,1.0,2.5075923715318953,0.12724434035909446,3.2570334266532552,0.0842433697347894
2.0018334605477075,0.26053042121684866,1713030375,checkpoint_000003,True,False,4,5d361_00003,2024-04-13_17-46-16,69.94292783737183,290.0190784931183,59241,31b6d15afa2d,172.28.0.12,290.0190784931183,4,1.0,2.5075923715318953,0.12724434035909446,3.2570334266532552,0.0842433697347894
2.075811364433982,0.29017160686427457,1713030448,checkpoint_000004,True,False,5,5d361_00003,2024-04-13_17-47-29,72.65203309059143,362.6711115837097,59241,31b6d15afa2d,172.28.0.12,362.6711115837097,5,1.0,2.5075923715318953,0.12724434035909446,3.2570334266532552,0.0842433697347894
1.9585325934670188,0.31045241809672386,1713030518,checkpoint_000005,True,False,6,5d361_00003,2024-04-13_17-48-39,70.46013116836548,433.1312427520752,59241,31b6d15afa2d,172.28.0.12,433.1312427520752,6,1.0,2.5075923715318953,0.12724434035909446,3.2570334266532552,0.0842433697347894
2.1364194371483545,0.2589703588143526,1713030590,checkpoint_000006,True,False,7,5d361_00003,2024-04-13_17-49-50,71.15345644950867,504.28469920158386,59241,31b6d15afa2d,172.28.0.12,504.28469920158386,7,1.0,2.5075923715318953,0.12724434035909446,3.2570334266532552,0.0842433697347894
1.8676327737894924,0.3338533541341654,1713030659,checkpoint_000007,True,False,8,5d361_00003,2024-04-13_17-51-00,69.34002590179443,573.6247251033783,59241,31b6d15afa2d,172.28.0.12,573.6247251033783,8,1.0,2.5075923715318953,0.12724434035909446,3.2570334266532552,0.0842433697347894
2.0835444656285373,0.3073322932917317,1713030729,checkpoint_000008,True,False,9,5d361_00003,2024-04-13_17-52-10,70.17122888565063,643.7959539890289,59241,31b6d15afa2d,172.28.0.12,643.7959539890289,9,1.0,2.5075923715318953,0.12724434035909446,3.2570334266532552,0.0842433697347894
2.0473396994850854,0.32293291731669266,1713030799,checkpoint_000009,True,False,10,5d361_00003,2024-04-13_17-53-19,69.34665060043335,713.1426045894623,59241,31b6d15afa2d,172.28.0.12,713.1426045894623,10,1.0,2.5075923715318953,0.12724434035909446,3.2570334266532552,0.0842433697347894
1.9287952293049206,0.33853354134165364,1713030867,checkpoint_000010,True,False,11,5d361_00003,2024-04-13_17-54-27,67.93729162216187,781.0798962116241,59241,31b6d15afa2d,172.28.0.12,781.0798962116241,11,1.0,2.5075923715318953,0.12724434035909446,3.2570334266532552,0.0842433697347894
1.939863768490878,0.34321372854914195,1713030936,checkpoint_000011,True,False,12,5d361_00003,2024-04-13_17-55-36,69.06088542938232,850.1407816410065,59241,31b6d15afa2d,172.28.0.12,850.1407816410065,12,1.0,2.5075923715318953,0.12724434035909446,3.2570334266532552,0.0842433697347894
2.5711587125604805,0.31981279251170047,1713031005,checkpoint_000012,True,False,13,5d361_00003,2024-04-13_17-56-46,69.68724608421326,919.8280277252197,59241,31b6d15afa2d,172.28.0.12,919.8280277252197,13,1.0,2.5075923715318953,0.12724434035909446,3.2570334266532552,0.0842433697347894
2.9462731101296167,0.30577223088923555,1713031075,checkpoint_000013,True,False,14,5d361_00003,2024-04-13_17-57-56,69.66109013557434,989.4891178607941,59241,31b6d15afa2d,172.28.0.12,989.4891178607941,14,1.0,2.5075923715318953,0.12724434035909446,3.2570334266532552,0.0842433697347894
2.372767372564836,0.33541341653666146,1713031145,checkpoint_000014,True,False,15,5d361_00003,2024-04-13_17-59-06,69.72727346420288,1059.216391324997,59241,31b6d15afa2d,172.28.0.12,1059.216391324997,15,1.0,2.5075923715318953,0.12724434035909446,3.2570334266532552,0.0842433697347894
2.1380554058335046,0.33073322932917315,1713031215,checkpoint_000015,True,False,16,5d361_00003,2024-04-13_18-00-16,70.11887550354004,1129.335266828537,59241,31b6d15afa2d,172.28.0.12,1129.335266828537,16,1.0,2.5075923715318953,0.12724434035909446,3.2570334266532552,0.0842433697347894
2.1517392938787285,0.3494539781591264,1713031284,checkpoint_000016,True,False,17,5d361_00003,2024-04-13_18-01-25,69.055504322052,1198.390771150589,59241,31b6d15afa2d,172.28.0.12,1198.390771150589,17,1.0,2.5075923715318953,0.12724434035909446,3.2570334266532552,0.0842433697347894
2.95210244438865,0.33229329173166927,1713031353,checkpoint_000017,True,False,18,5d361_00003,2024-04-13_18-02-34,69.1033308506012,1267.4941020011902,59241,31b6d15afa2d,172.28.0.12,1267.4941020011902,18,1.0,2.5075923715318953,0.12724434035909446,3.2570334266532552,0.0842433697347894
2.762733676216819,0.35101404056162244,1713031423,checkpoint_000018,True,False,19,5d361_00003,2024-04-13_18-03-44,70.02036380767822,1337.5144658088684,59241,31b6d15afa2d,172.28.0.12,1337.5144658088684,19,1.0,2.5075923715318953,0.12724434035909446,3.2570334266532552,0.0842433697347894
2.251570224761963,0.3790951638065523,1713031494,checkpoint_000019,True,False,20,5d361_00003,2024-04-13_18-04-54,70.36569929122925,1407.8801651000977,59241,31b6d15afa2d,172.28.0.12,1407.8801651000977,20,1.0,2.5075923715318953,0.12724434035909446,3.2570334266532552,0.0842433697347894
